"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"S. P. Apparels Limited","61.69","38.31",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161392_528468_11102021061830_WEB.xml"
"PDS Multinational Fashions Limited","66.65","33.35",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161395_528494_11102021062904_WEB.xml"
"Ganga Forging Limited","67.63","32.37",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161396_528497_11102021062931_WEB.xml"
"Jai Balaji Industries Limited","50.98","49.02",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161398_528519_11102021063658_WEB.xml"
"Share India Securities Limited","55.53","44.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161399_528521_11102021063707_WEB.xml"
"Shaival Reality Limited","72.63","27.37",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161400_528532_11102021064215_WEB.xml"
"ICRA Limited","51.87","47.8",,"0.33","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161401_528547_11102021064645_WEB.xml"
"Indigo Paints Limited","54","46",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161403_528587_11102021065807_WEB.xml"
"MT Educare Limited","63.28","36.72",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161405_528643_11102021072331_WEB.xml"
"Can Fin Homes Limited","29.99","70.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161406_528646_11102021072353_WEB.xml"
"21st Century Management Services Limited","62.28","37.71",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161407_528664_11102021073306_WEB.xml"
"JHS Svendgaard Laboratories Limited","41.77","58.23",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161408_528680_11102021074757_WEB.xml"
"RPSG VENTURES LIMITED","54.35","45.65",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161409_528702_11102021083832_WEB.xml"
"CESC Limited","52.11","47.89",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161410_528704_11102021084143_WEB.xml"
"Jubilant Industries Limited","74.96","25.04",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161411_528713_11102021090334_WEB.xml"
"L&T Finance Holdings Limited","63.53","36.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161412_528715_11102021090723_WEB.xml"
"Rajshree Polypack Limited","52.17","47.83",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161413_528720_11102021091557_WEB.xml"
"Tejas Networks Limited","0","100",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161415_528752_11102021110303_WEB.xml"
"Visa Steel Limited","58.88","41.12",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161416_528759_11102021114319_WEB.xml"
"Borosil Limited","70.46","29.54",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161417_528765_12102021085633_WEB.xml"
"Nippon Life India Asset Management Limited","73.97","26.03",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161418_528789_12102021095709_WEB.xml"
"Hindustan Aeronautics Limited","75.15","24.85",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161420_528822_12102021101816_WEB.xml"
"Spandana Sphoorty Financial Limited","62.29","37.71",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161422_528836_12102021102324_WEB.xml"
"Power Mech Projects Limited","63.7","36.3",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161423_528848_12102021103507_WEB.xml"
"Paramount Communications Limited","62.12","37.88",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161424_528852_12102021103650_WEB.xml"
"Unichem Laboratories Limited","50.93","49.07",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161425_528865_12102021104433_WEB.xml"
"Axis Bank Limited","11.64","88.36",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161426_528869_12102021104457_WEB.xml"
"Kirloskar Brothers Limited","65.95","34.05",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161427_528878_12102021105456_WEB.xml"
"Nuvoco Vistas Corporation Limited","71.03","28.97",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161429_528892_12102021105908_WEB.xml"
"3M India Limited","75","25",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161430_528899_12102021110114_WEB.xml"
"Hisar Metal Industries Limited","56.49","43.51",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161432_528903_12102021110448_WEB.xml"
"Binani Industries Limited","52.62","47.38",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161434_528937_12102021112145_WEB.xml"
"National Fertilizers Limited","74.71","25.29",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161435_528945_12102021112241_WEB.xml"
"Selan Exploration Technology Limited","30.09","69.91",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161437_528956_12102021112526_WEB.xml"
"Premier Polyfilm Limited","67.42","32.58",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161438_528959_12102021112607_WEB.xml"
"Excel Realty N Infra Limited","50.86","49.14",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161440_528972_12102021113358_WEB.xml"
"Dr. Lal Path Labs Ltd.","55.23","43.97",,"0.8","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161441_528981_12102021113555_WEB.xml"
"Quess Corp Limited","51.82","48.18",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161443_528986_12102021113715_WEB.xml"
"N R Agarwal Industries Limited","73.55","26.45",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161444_529000_12102021113835_WEB.xml"
"Everest Kanto Cylinder Limited","67.39","32.61",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161445_529003_12102021114008_WEB.xml"
"Modison Metals Limited","52.69","47.31",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161446_529014_12102021114421_WEB.xml"
"Kavveri Telecom Products Limited","15.14","84.86",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161448_529022_12102021114929_WEB.xml"
"Menon Bearings Limited","71.25","28.75",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161450_529057_12102021115957_WEB.xml"
"Alps Industries Limited","27.06","72.94",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161452_529065_12102021120331_WEB.xml"
"V-Mart Retail Limited","46.44","53.56",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161456_529106_12102021122526_WEB.xml"
"GVK Power & Infrastructure Limited","54.25","45.75",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161457_529111_12102021122730_WEB.xml"
"Sansera Engineering Limited","36.56","63.44",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161459_529130_12102021123503_WEB.xml"
"Tourism Finance Corporation of India Limited","27.25","72.75",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161460_529134_12102021123730_WEB.xml"
"Ruchira Papers Limited","64.07","35.93",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161461_529146_12102021123937_WEB.xml"
"Lexus Granito (India) Limited","52.8","47.21",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161462_529158_12102021124257_WEB.xml"
"Mangalore Refinery and Petrochemicals Limited","88.58","11.42","0","0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161463_529161_12102021124320_WEB.xml"
"Nahar Spinning Mills Limited","66.31","33.69",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161464_529172_12102021124443_WEB.xml"
"Savita Oil Technologies Limited","71.81","28.19",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161465_529176_12102021124741_WEB.xml"
"Shiva Mills Limited","74.94","25.06",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161466_529178_12102021124756_WEB.xml"
"Isgec Heavy Engineering Limited","62.43","37.57",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161467_529187_12102021125119_WEB.xml"
"R. S. Software (India) Limited","40.67","59.33",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161470_529221_12102021125853_WEB.xml"
"Astra Microwave Products Limited","8.71","91.29",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161471_529230_12102021010148_WEB.xml"
"Prime Focus Limited","70.02","29.98",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161473_529241_12102021010255_WEB.xml"
"BASF India Limited","73.33","26.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161475_529271_12102021010732_WEB.xml"
"South West Pinnacle Exploration Limited","74.68","25.32",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161476_529276_12102021010840_WEB.xml"
"Sambhaav Media Limited","62.93","37.07",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161478_529292_12102021011334_WEB.xml"
"AYM Syntex Limited","74.24","25.76",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161479_529297_12102021011643_WEB.xml"
"Par Drugs And Chemicals Limited","73.86","26.13",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161480_529299_12102021011709_WEB.xml"
"ASL Industries Limited","71.01","28.99",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161481_529305_12102021011810_WEB.xml"
"Orient Cement Limited","37.37","62.63",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161482_529307_12102021011814_WEB.xml"
"Patel Engineering Limited","54.62","42.64",,"2.75","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161483_529309_12102021011825_WEB.xml"
"Somany Ceramics Limited","54.77","45.23",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161484_529318_12102021012130_WEB.xml"
"Shilpa Medicare Limited","53.25","46.75",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161485_529325_12102021012442_WEB.xml"
"MM Forgings Limited","56.34","43.66",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161488_529344_12102021013024_WEB.xml"
"PTC India Financial Services Limited","64.99","35.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161489_529367_12102021014222_WEB.xml"
"Jayant Agro Organics Limited","66.41","33.59",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161490_529370_12102021014337_WEB.xml"
"Supreme Infrastructure India Limited","34.68","65.32",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161491_529395_12102021015239_WEB.xml"
"Orbit Exports Limited","65.88","34.12",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161492_529398_12102021015323_WEB.xml"
"A2Z Infra Engineering Limited","28.14","71.86",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161494_529411_12102021020710_WEB.xml"
"Siti Networks Limited","6.1","93.9",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161495_529439_12102021022125_WEB.xml"
"Oriental Carbon & Chemicals Limited","51.76","48.24",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161496_529447_12102021022535_WEB.xml"
"HIL Limited","40.83","59.17",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161497_529460_12102021022926_WEB.xml"
"Maharashtra Seamless Limited","63.82","36.18",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161498_529479_12102021023820_WEB.xml"
"T T Limited","58.17","41.83",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161500_529486_12102021024023_WEB.xml"
"Deepak Nitrite Limited","45.69","54.31",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161503_529501_12102021024734_WEB.xml"
"Punj Lloyd Limited","7.69","92.31",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161504_529516_12102021025528_WEB.xml"
"Tilaknagar Industries Limited","48.88","51.12",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161507_529526_12102021025740_WEB.xml"
"Quintegra Solutions Limited","2.48","97.52",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161510_529535_12102021030218_WEB.xml"
"Amrutanjan Health Care Limited","50.02","49.88",,"0.1","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161511_529548_12102021030512_WEB.xml"
"Hindustan Petroleum Corporation Limited","54.9","45.1",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161513_529562_12102021030730_WEB.xml"
"Sakuma Exports Limited","61.88","38.12",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161514_529579_12102021031037_WEB.xml"
"Sundaram Clayton Limited","75","25",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161516_529608_12102021031751_WEB.xml"
"FCS Software Solutions Limited","19.65","80.34",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161517_529612_12102021031815_WEB.xml"
"Aurobindo Pharma Limited","51.83","48.17",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161518_529614_12102021031829_WEB.xml"
"Liberty Shoes Limited","59.3","40.7",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161519_529625_12102021032117_WEB.xml"
"Mcleod Russel India Limited","4.33","95.67",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161520_529632_12102021032247_WEB.xml"
"National Aluminium Company Limited","51.28","48.72",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161521_529639_12102021032346_WEB.xml"
"Arshiya Limited","47.44","52.56",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161523_529661_12102021032759_WEB.xml"
"Nelcast Limited","74.87","25.13",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161524_529665_12102021032818_WEB.xml"
"Housing & Urban Development Corporation Limited","81.81","18.19",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161525_529672_12102021033049_WEB.xml"
"Meghmani Organics Limited","51.51","48.49",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161526_529688_12102021033628_WEB.xml"
"TCNS Clothing Co. Limited","32.3","67.69",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161528_529712_12102021034026_WEB.xml"
"GOCL Corporation Limited","73.83","26.17",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161529_529716_12102021034059_WEB.xml"
"Kolte - Patil Developers Limited","74.45","25.55",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161530_529724_12102021034430_WEB.xml"
"Elgi Rubber Company Limited","65.03","34.97",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161532_529748_12102021035053_WEB.xml"
"JSW Holdings Limited","61.42","38.29",,"0.29","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161533_529750_12102021035100_WEB.xml"
"Pennar Industries Limited","37.69","62.31",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161534_529761_12102021035448_WEB.xml"
"Times Guaranty Limited","74.92","25.08",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161535_529765_12102021035508_WEB.xml"
"Rajdarshan Industries Limited","65.43","34.57",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161536_529770_12102021035535_WEB.xml"
"Shree Renuka Sugars Limited","62.48","37.52",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161537_529776_12102021035630_WEB.xml"
"Tata Steel Limited","34.41","65.59",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161538_529800_12102021035826_WEB.xml"
"Automotive Stampings and Assemblies Limited","75","25",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161539_529805_12102021035843_WEB.xml"
"Sobha Limited","51.99","48.01",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161541_529865_12102021040914_WEB.xml"
"Hubtown Limited","51.12","48.88",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161543_529873_12102021041045_WEB.xml"
"Zuari Agro Chemicals Limited","65.04","34.96",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161544_529887_12102021041402_WEB.xml"
"Ice Make Refrigeration Limited","74.82","25.18",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161545_529894_12102021041515_WEB.xml"
"STL Global Limited","65.76","34.24",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161546_529897_12102021041527_WEB.xml"
"R M Drip and Sprinklers Systems Limited","60.23","39.78",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161547_529900_12102021041558_WEB.xml"
"TV Today Network Limited","58.45","41.55",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161550_529930_12102021042459_WEB.xml"
"RBL Bank Limited","0","100",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161551_529931_12102021042502_WEB.xml"
"Jubilant Foodworks Limited","41.94","57.85",,"0.21","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161552_529940_12102021042745_WEB.xml"
"Adroit Infotech Limited","52.17","47.83",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161553_529947_12102021042853_WEB.xml"
"Rex Pipes And Cables Industries Limited","61.03","38.97",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161554_529950_12102021042915_WEB.xml"
"J.Kumar Infraprojects Limited","46.65","53.35",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161556_529964_12102021043224_WEB.xml"
"Pricol Limited","36.53","63.47",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161557_529972_12102021043338_WEB.xml"
"Hero MotoCorp Limited","34.76","65.24",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161558_529981_12102021043714_WEB.xml"
"GHCL Limited","19.08","80.93",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161559_529992_12102021044001_WEB.xml"
"Biocon Limited","60.64","38.64",,"0.72","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161561_530012_12102021044400_WEB.xml"
"Automotive Axles Limited","71.04","28.96",,"0","30-SEP-2021","https://archives.nseindia.com/corporate/xbrl/SHP_161562_530020_12102021044501_WEB.xml"
